icao,iata,name,city,country,region,continent,kind,runways,longest_ft,lat,lon
KMLU,MLU,Monroe Regional Airport,Monroe,US,US-LA,NA,medium_airport,2,7504,32.51090,-92.03770
KMMH,MMH,Mammoth Yosemite Airport,Mammoth Lakes,US,US-CA,NA,medium_airport,1,7000,37.62538,-118.84306
KMMT,MMT,Mc Entire Joint National Guard Base,Eastover,US,US-SC,NA,medium_airport,2,9012,33.92080,-80.80130
KMMU,MMU,Morristown Municipal Airport,Morristown,US,US-NJ,NA,medium_airport,2,5998,40.79906,-74.41495
KMMV,,McMinnville Municipal Airport,McMinnville,US,US-OR,NA,medium_airport,2,5420,45.19440,-123.13600
KMOB,MOB,Mobile Regional Airport,Mobile,US,US-AL,NA,medium_airport,2,8502,30.69120,-88.24280
KMOD,MOD,Modesto City Co-Harry Sham Field,Modesto,US,US-CA,NA,medium_airport,2,5904,37.62580,-120.95400
KMOT,MOT,Minot International Airport,Minot,US,US-ND,NA,medium_airport,2,7700,48.25801,-101.27912
KMPV,MPV,Edward F Knapp State Airport,Barre/Montpelier,US,US-VT,NA,medium_airport,2,5000,44.20350,-72.56230
KMQY,MQY,Smyrna Airport,Smyrna,US,US-TN,NA,medium_airport,2,8038,36.00900,-86.52010
KMRB,MRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,US,US-WV,NA,medium_airport,1,8815,39.40190,-77.98460
KMRY,MRY,Monterey Regional Airport,Monterey,US,US-CA,NA,medium_airport,2,7175,36.58678,-121.84418
KMSL,MSL,Northwest Alabama Regional Airport,Muscle Shoals,US,US-AL,NA,medium_airport,2,6693,34.74512,-87.61298
KMSN,MSN,Dane County Regional Truax Field,Madison,US,US-WI,NA,medium_airport,3,9006,43.13990,-89.33750
KMSO,MSO,Missoula Montana Airport,Missoula,US,US-MT,NA,medium_airport,1,9501,46.91582,-114.09111
KMSP,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US,US-MN,NA,large_airport,4,11006,44.88008,-93.22174
KMSS,MSS,Massena International Airport Richards Field,Massena,US,US-NY,NA,medium_airport,2,5601,44.93616,-74.84430
KMSY,MSY,Louis Armstrong New Orleans International Airport,New Orleans,US,US-LA,NA,large_airport,2,10104,29.99340,-90.26467
KMTC,MTC,Selfridge Air National Guard Base Airport,Mount Clemens,US,US-MI,NA,medium_airport,1,9000,42.61346,-82.83692
KMTH,MTH,Florida Keys Marathon International Airport,Marathon,US,US-FL,NA,medium_airport,1,5008,24.72601,-81.05138
KMTJ,MTJ,Montrose Regional Airport,Montrose,US,US-CO,NA,medium_airport,2,10000,38.50980,-107.89400
KMTN,MTN,Martin State Airport,Baltimore,US,US-MD,NA,medium_airport,1,6999,39.32570,-76.41380
KMUI,MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap(Annville),US,US-PA,NA,medium_airport,4,3981,40.43521,-76.56866
KMUO,MUO,Mountain Home Air Force Base,Mountain Home,US,US-ID,NA,medium_airport,1,13510,43.04360,-115.87200
KMWA,MWA,Veterans Airport of Southern Illinois,Marion,US,US-IL,NA,medium_airport,2,8012,37.75121,-89.01657
KMWH,MWH,Grant County International Airport,Moses Lake,US,US-WA,NA,medium_airport,5,13503,47.20770,-119.32000
KMWL,MWL,Mineral Wells Regional Airport,Mineral Wells,US,US-TX,NA,medium_airport,2,5996,32.78160,-98.06020
KMXF,MXF,Maxwell Air Force Base,Montgomery,US,US-AL,NA,medium_airport,2,8008,32.38290,-86.36580
KMYL,MYL,McCall Municipal Airport,McCall,US,US-ID,NA,medium_airport,1,6101,44.88884,-116.10111
KMYR,MYR,Myrtle Beach International Airport,Myrtle Beach,US,US-SC,NA,large_airport,1,9503,33.67970,-78.92830
KMYV,MYV,Yuba County Airport,Marysville,US,US-CA,NA,medium_airport,2,6007,39.09780,-121.57000
KNBC,,Beaufort MCAS - Merritt Field,Beaufort,US,US-SC,NA,medium_airport,2,12202,32.47740,-80.72320
KNBG,NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,US,US-LA,NA,medium_airport,2,10000,29.82530,-90.03500
KNCA,,MCAS New River / McCutcheon Field,Jacksonville,US,US-NC,NA,medium_airport,2,5125,34.70840,-77.43970
KNDZ,,Whiting Field Naval Air Station South Airport,Milton,US,US-FL,NA,medium_airport,2,6002,30.70440,-87.02300
KNEL,NEL,Lakehurst Maxfield Field Airport,Lakehurst,US,US-NJ,NA,medium_airport,2,5002,40.03330,-74.35330
KNEW,NEW,Lakefront Airport,New Orleans,US,US-LA,NA,medium_airport,3,6879,30.04240,-90.02830
KNFG,,Camp Pendleton MCAS (Munn Field) Airport,Oceanside,US,US-CA,NA,medium_airport,1,6005,33.30130,-117.35500
KNFL,NFL,Fallon Naval Air Station,Fallon,US,US-NV,NA,medium_airport,3,14001,39.41660,-118.70100
KNFW,FWH,NAS Fort Worth JRB / Carswell Field,Fort Worth,US,US-TX,NA,medium_airport,1,11999,32.76920,-97.44150
KNGP,NGP,Naval Air Station Corpus Christi Truax Field,Corpus Christi,US,US-TX,NA,medium_airport,4,8001,27.69260,-97.29110
KNGU,NGU,Norfolk Naval Station (Chambers Field),Norfolk,US,US-VA,NA,medium_airport,1,8370,36.93760,-76.28930
KNHK,NHK,Patuxent River Naval Air Station (Trapnell Field),Patuxent River,US,US-MD,NA,medium_airport,3,11799,38.28600,-76.41180
KNID,,China Lake Naws (Armitage Field) Airport,China Lake,US,US-CA,NA,medium_airport,3,11199,35.68540,-117.69200
KNIP,NIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,US,US-FL,NA,medium_airport,2,9003,30.23580,-81.68060
KNJK,NJK,El Centro NAF Airport (Vraciu Field),El Centro,US,US-CA,NA,medium_airport,2,9503,32.82920,-115.67200
KNKT,,Cherry Point MCAS / Cunningham Field/,Cherry Point,US,US-NC,NA,medium_airport,4,8978,34.90090,-76.88070
KNKX,NKX,Miramar Marine Corps Air Station - Mitscher Field,San Diego,US,US-CA,NA,medium_airport,6,12000,32.86840,-117.14300
KNLC,NLC,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,US,US-CA,NA,medium_airport,2,13502,36.33300,-119.95200
KNMM,,Naval Air Station Meridian / McCain Field,Lauderdale,US,US-MS,NA,medium_airport,3,8003,32.55310,-88.55406
KNPA,NPA,Naval Air Station Pensacola Forrest Sherman Field,Pensacola,US,US-FL,NA,medium_airport,3,8001,30.35270,-87.31860
KNQA,NQA,Millington-Memphis Airport,Millington,US,US-TN,NA,medium_airport,1,8001,35.35670,-89.87030
KNQI,NQI,Kingsville Naval Air Station,Kingsville,US,US-TX,NA,medium_airport,4,8000,27.50720,-97.80970
KNQX,NQX,Naval Air Station Key West/Boca Chica Field,Key West,US,US-FL,NA,medium_airport,3,10001,24.57580,-81.68890
KNRB,NRB,Naval Station Mayport / Admiral David L McDonald Field,Jacksonville,US,US-FL,NA,medium_airport,1,8001,30.39110,-81.42470
KNSE,NSE,Whiting Field Naval Air Station - North,Milton,US,US-FL,NA,medium_airport,2,6003,30.72420,-87.02190
KNTD,NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,US,US-CA,NA,medium_airport,2,11102,34.12030,-119.12100
KNTU,NTU,Oceana Naval Air Station,Virginia Beach,US,US-VA,NA,medium_airport,4,12001,36.82070,-76.03350
KNUQ,NUQ,Moffett Federal Airfield,Mountain View,US,US-CA,NA,medium_airport,2,9197,37.41610,-122.04900
KNUW,NUW,Whidbey Island Naval Air Station (Ault Field),Oak Harbor,US,US-WA,NA,medium_airport,2,8001,48.35180,-122.65600
KNXP,,Twentynine Palms Strategic Expeditionary Landing Field,Twentynine Palms,US,US-CA,NA,medium_airport,1,8015,34.29620,-116.16200
KNYG,NYG,Quantico Marine Corps Airfield / Turner Field,Quantico,US,US-VA,NA,medium_airport,1,4250,38.50170,-77.30530
KNYL,YUM,Yuma International Airport / Marine Corps Air Station Yuma,Yuma,US,US-AZ,NA,medium_airport,3,13300,32.65094,-114.60938
KNZY,NZY,North Island Naval Air Station-Halsey Field,San Diego,US,US-CA,NA,medium_airport,2,8001,32.69920,-117.21500
KOAJ,OAJ,Albert J Ellis Airport,Richlands,US,US-NC,NA,medium_airport,1,7100,34.82920,-77.61210
KOAK,OAK,Oakland San Francisco Bay Airport,Oakland,US,US-CA,NA,large_airport,4,10520,37.72008,-122.22118
KOFF,OFF,Offutt Air Force Base,Omaha,US,US-NE,NA,medium_airport,0,,41.11931,-95.90851
KOFK,OFK,Karl Stefan Memorial Airport,Norfolk,US,US-NE,NA,medium_airport,2,5806,41.98550,-97.43510
KOGB,OGB,Orangeburg Municipal Airport,Orangeburg,US,US-SC,NA,medium_airport,2,5399,33.45680,-80.85950
KOGD,OGD,Ogden Hinckley Airport,Ogden,US,US-UT,NA,medium_airport,2,8107,41.19590,-112.01200
KOGS,OGS,Ogdensburg International Airport,Ogdensburg,US,US-NY,NA,medium_airport,1,6400,44.68190,-75.46550
KOKB,OCN,Oceanside Municipal Airport,Oceanside,US,US-CA,NA,medium_airport,1,2712,33.21795,-117.35168
KOKC,OKC,OKC Will Rogers World Airport,Oklahoma City,US,US-OK,NA,large_airport,4,9802,35.39339,-97.59825
KOLF,OLF,L M Clayton Airport,Wolf Point,US,US-MT,NA,medium_airport,1,5091,48.09450,-105.57500
KOLM,OLM,Olympia Regional Airport,Olympia,US,US-WA,NA,medium_airport,2,5500,46.96940,-122.90300
KOLS,OLS,Nogales International Airport,Nogales,US,US-AZ,NA,medium_airport,1,7200,31.41770,-110.84800
KOLU,OLU,Columbus Municipal Airport,Columbus,US,US-NE,NA,medium_airport,2,6801,41.44814,-97.34017
KOMA,OMA,Eppley Airfield,Omaha,US,US-NE,NA,large_airport,3,9502,41.30320,-95.89410
KONO,ONO,Ontario Municipal Airport,Ontario,US,US-OR,NA,medium_airport,1,5006,44.01980,-117.01329
KONP,ONP,Newport Municipal Airport,Newport,US,US-OR,NA,medium_airport,2,5398,44.58040,-124.05800
KONT,ONT,Ontario International Airport,Ontario,US,US-CA,NA,large_airport,2,12197,34.05600,-117.60100
KOPF,OPF,Miami-Opa Locka Executive Airport,Miami,US,US-FL,NA,medium_airport,3,8002,25.90700,-80.27840
KOQU,NCO,Quonset State Airport,North Kingstown,US,US-RI,NA,medium_airport,2,7000,41.59710,-71.41210
KORD,ORD,Chicago O'Hare International Airport,Chicago,US,US-IL,NA,large_airport,8,13000,41.97860,-87.90480
KORF,ORF,Norfolk International Airport,Norfolk,US,US-VA,NA,large_airport,2,9001,36.89534,-76.20100
KORH,ORH,Worcester Regional Airport,Worcester,US,US-MA,NA,medium_airport,2,7001,42.26730,-71.87570
KORL,ORL,Orlando Executive Airport,Orlando,US,US-FL,NA,medium_airport,2,6004,28.54550,-81.33290
KORS,ESD,Orcas Island Airport,Eastsound,US,US-WA,NA,medium_airport,1,2901,48.70820,-122.91000
KOSH,OSH,Wittman Regional Airport,Oshkosh,US,US-WI,NA,medium_airport,4,8002,43.98440,-88.55700
KOSU,OSU,The Ohio State University Airport - Don Scott Field,Columbus,US,US-OH,NA,medium_airport,3,5004,40.07980,-83.07300
KOTH,OTH,Southwest Oregon Regional Airport,North Bend,US,US-OR,NA,medium_airport,2,5980,43.41710,-124.24600
KOTM,OTM,Ottumwa Regional Airport,Ottumwa,US,US-IA,NA,medium_airport,2,6001,41.10637,-92.44984
KOWB,OWB,Owensboro Daviess County Airport,Owensboro,US,US-KY,NA,medium_airport,2,8000,37.74010,-87.16680
KOWD,OWD,Norwood Memorial Airport,Norwood,US,US-MA,NA,medium_airport,2,4007,42.19050,-71.17290
KOXB,OCE,Ocean City Municipal Airport,Ocean City,US,US-MD,NA,medium_airport,2,4074,38.31040,-75.12400
KOXR,OXR,Oxnard Airport,Oxnard,US,US-CA,NA,medium_airport,1,5953,34.20080,-119.20700
KOZR,OZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,US,US-AL,NA,medium_airport,2,5025,31.27570,-85.71340
KPAE,PAE,Seattle Paine Field International Airport,Everett,US,US-WA,NA,medium_airport,2,9010,47.90630,-122.28200
KPAH,PAH,Barkley Regional Airport,Paducah,US,US-KY,NA,medium_airport,2,6499,37.06080,-88.77380
KPAM,PAM,Tyndall Air Force Base,Panama City,US,US-FL,NA,medium_airport,2,10107,30.06960,-85.57540
KPAO,PAO,Palo Alto Airport,Palo Alto,US,US-CA,NA,medium_airport,1,2441,37.46110,-122.11500
KPBF,PBF,"Pine Bluff Regional Airport, Grider Field",Pine Bluff,US,US-AR,NA,medium_airport,1,5998,34.17412,-91.93564
KPBG,PBG,Plattsburgh International Airport,Plattsburgh,US,US-NY,NA,medium_airport,1,11759,44.65090,-73.46810
KPCW,,Erie-Ottawa International Airport,Port Clinton,US,US-OH,NA,medium_airport,2,5646,41.51565,-82.86833
KPDK,PDK,DeKalb Peachtree Airport,Atlanta,US,US-GA,NA,medium_airport,4,6001,33.87633,-84.30213
KPDT,PDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,US,US-OR,NA,medium_airport,2,6301,45.69510,-118.84100
KPDX,PDX,Portland International Airport,Portland,US,US-OR,NA,large_airport,3,11000,45.58870,-122.59800
KPGA,PGA,Page Municipal Airport,Page,US,US-AZ,NA,medium_airport,2,5950,36.92423,-111.44772
KPGD,PGD,Punta Gorda Airport,Punta Gorda,US,US-FL,NA,medium_airport,3,7193,26.92020,-81.99050
KPGV,PGV,Pitt-Greenville Airport,Greenville,US,US-NC,NA,medium_airport,2,7175,35.63553,-77.38426
