icao,iata,name,city,country,region,continent,kind,runways,longest_ft,lat,lon
SPEO,CHM,FAP Lieutenant Jaime Andres de Montreuil Morales Airport,Chimbote,PE,PE-ANC,SA,medium_airport,1,5905,-9.14961,-78.52380
SPHI,CIX,Capitán FAP José A. Quiñones González International Airport,Chiclayo,PE,PE-LAM,SA,large_airport,1,8266,-6.78922,-79.82825
SPHO,AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,PE-AYA,SA,medium_airport,1,9186,-13.15480,-74.20440
SPHZ,ATA,Comandante FAP German Arias Graziani Airport,Anta,PE,PE-ANC,SA,medium_airport,1,10007,-9.34744,-77.59840
SPJA,RIJ,Juan Simons Vela Airport,Rioja,PE,PE-SAM,SA,medium_airport,1,6168,-6.06786,-77.16000
SPJC,LIM,Jorge Chávez International Airport,Lima,PE,PE-LIM,SA,large_airport,0,,-12.02190,-77.11431
SPJE,JAE,Shumba Airport,Jaén,PE,PE-CAJ,SA,medium_airport,1,7874,-5.59248,-78.77400
SPJI,JJI,Juanjui Airport,Juanjuí,PE,PE-SAM,SA,medium_airport,1,6562,-7.16910,-76.72860
SPJJ,JAU,Francisco Carle Airport,Jauja,PE,PE-JUN,SA,medium_airport,1,9220,-11.78310,-75.47340
SPJL,JUL,Inca Manco Capac International Airport,Juliaca,PE,PE-PUN,SA,large_airport,1,13780,-15.46769,-70.15653
SPJR,CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,PE,PE-CAJ,SA,medium_airport,1,8201,-7.13918,-78.48940
SPLO,ILQ,General Jorge Fernandez Maldon Airport,Ilo,PE,PE-MOQ,SA,medium_airport,1,8202,-17.69500,-71.34400
SPME,TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE,PE-TUM,SA,medium_airport,1,8202,-3.55207,-80.38109
SPMS,YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,PE,PE-LOR,SA,medium_airport,1,5912,-5.89377,-76.11820
SPNC,HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,PE-HUC,SA,medium_airport,1,8202,-9.87881,-76.20480
SPPY,CHH,Chachapoyas Airport,Chachapoyas,PE,PE-AMA,SA,medium_airport,1,6496,-6.20191,-77.85619
SPQT,IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,PE-LOR,SA,large_airport,1,8202,-3.78474,-73.30880
SPQU,AQP,Rodríguez Ballón International Airport,Arequipa,PE,PE-ARE,SA,large_airport,1,9777,-16.34079,-71.56949
SPRU,TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE,PE-LAL,SA,large_airport,1,9920,-8.08238,-79.10882
SPSO,PIO,Captain Renán Elías Olivera International Airport,Pisco,PE,PE-ICA,SA,large_airport,1,9908,-13.74490,-76.22030
SPST,TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,PE-SAM,SA,medium_airport,1,8530,-6.50874,-76.37320
SPTN,TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE,PE-TAC,SA,medium_airport,1,8202,-18.05330,-70.27580
SPTU,PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,PE-MDD,SA,medium_airport,1,11482,-12.61360,-69.22860
SPUR,PIU,PAF Captain Guillermo Concha Iberico International Airport,Piura,PE,PE-PIU,SA,medium_airport,1,8202,-5.20575,-80.61640
SPYL,TYL,Captain Victor Montes Arias International Airport,Talara,PE,PE-PIU,SA,medium_airport,1,8038,-4.57664,-81.25410
SPZA,NZC,Maria Reiche Neuman Airport,Nazca,PE,PE-ICA,SA,medium_airport,1,3355,-14.85400,-74.96150
SPZO,CUZ,Alejandro Velasco Astete International Airport,Cusco,PE,PE-CUS,SA,large_airport,1,11146,-13.53570,-71.93880
SSBZ,BZC,Umberto Modiano Airport,Cabo Frio,BR,BR-RJ,SA,medium_airport,0,,-22.77088,-41.96308
SSCV,CRQ,Caravelas Airport,Caravelas,BR,BR-BA,SA,medium_airport,0,,-17.65230,-39.25310
SSIM,CCM,Forquilhinha - Criciúma  Airport,Criciúma,BR,BR-SC,SA,medium_airport,0,,-28.72574,-49.42448
SSVL,TEC,Telêmaco Borba Airport,Telêmaco Borba,BR,BR-PR,SA,medium_airport,1,2953,-24.31780,-50.65160
SUAA,,Ángel S. Adami International Airport,Montevideo,UY,UY-MO,SA,medium_airport,1,4101,-34.78920,-56.26470
SUDU,DZO,Santa Bernardina International Airport,Durazno,UY,UY-DU,SA,medium_airport,2,7477,-33.35890,-56.49920
SULS,PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,UY,UY-MA,SA,medium_airport,2,6998,-34.85510,-55.09430
SUMU,MVD,Carrasco General Cesáreo L. Berisso International Airport,Ciudad de la Costa,UY,UY-CA,SA,large_airport,2,10499,-34.83565,-56.02650
SUPU,PDU,Tydeo Larre Borges Airport,Paysandú,UY,UY-PA,SA,medium_airport,1,4331,-32.36330,-58.06190
SURV,RVY,Pres. Gral. Óscar D. Gestido Binational Airport,Rivera/Santana do Livramento,UY,UY-RV,SA,medium_airport,1,6004,-30.97460,-55.47620
SUSO,STY,Nueva Hesperides International Airport,Salto,UY,UY-SA,SA,medium_airport,2,5210,-31.43850,-57.98530
SVAC,AGV,Oswaldo Guevara Mujica Airport,Acarigua,VE,VE-P,SA,medium_airport,2,5990,9.55338,-69.23787
SVAN,AAO,Anaco Airport,Anaco,VE,VE-B,SA,medium_airport,1,4134,9.43023,-64.47073
SVBC,BLA,General José Antonio Anzoategui International Airport,Barcelona,VE,VE-B,SA,large_airport,2,9842,10.11111,-64.69222
SVBI,BNS,Barinas Airport,Barinas,VE,VE-E,SA,medium_airport,2,6560,8.61500,-70.21417
SVBL,,El Libertador Airbase,,VE,VE-D,SA,medium_airport,1,10400,10.18337,-67.55732
SVBM,BRM,Jacinto Lara International Airport,Barquisimeto,VE,VE-K,SA,large_airport,1,9350,10.04275,-69.35862
SVBS,MYC,Escuela Mariscal Sucre Airport,Maracay,VE,VE-D,SA,medium_airport,2,6846,10.24998,-67.64942
SVCB,CBL,General Tomas de Heres Airport,Ciudad Bolivar,VE,VE-F,SA,medium_airport,1,5527,8.12216,-63.53696
SVCD,CXA,Caicara del Orinoco Airport,,VE,VE-F,SA,medium_airport,1,4920,7.62551,-66.16280
SVCL,CLZ,Calabozo Airport,Guarico,VE,VE-J,SA,medium_airport,1,4790,8.92466,-67.41709
SVCN,CAJ,Canaima Airport,Canaima,VE,VE-F,SA,medium_airport,1,7070,6.23199,-62.85485
SVCP,CUP,General Francisco Bermúdez Airport,Carúpano,VE,VE-R,SA,medium_airport,1,6611,10.66001,-63.26168
SVCR,CZE,José Leonardo Chirinos Airport,Coro,VE,VE-I,SA,medium_airport,1,6761,11.41494,-69.68090
SVCS,,Caracas Óscar Machado Zuloaga International Airport,Charallave,VE,VE-M,SA,medium_airport,1,6562,10.28687,-66.81585
SVCU,CUM,Antonio José de Sucre Airport,Cumaná,VE,VE-R,SA,medium_airport,1,10171,10.45033,-64.13047
SVED,EOR,El Dorado Airport,Bolivar,VE,VE-F,SA,medium_airport,1,4000,6.71573,-61.63879
SVEZ,EOZ,Elorza Airport,,VE,VE-C,SA,medium_airport,1,3937,7.05968,-69.49670
SVFM,,Generalissimo Francisco de Miranda Air Base,Caracas,VE,VE-M,SA,medium_airport,1,6475,10.48503,-66.84351
SVGD,GDO,Guasdualito Airport,Guasdualito,VE,VE-C,SA,medium_airport,1,6792,7.21083,-70.75639
SVGI,GUI,Guiria Airport,,VE,VE-R,SA,medium_airport,1,6585,10.57408,-62.31267
SVGU,GUQ,Guanare Airport,Guanare,VE,VE-P,SA,medium_airport,1,5905,9.02694,-69.75515
SVJC,LSP,Josefa Camejo International Airport,Paraguaná,VE,VE-I,SA,medium_airport,1,9186,11.78078,-70.15150
SVJM,,San Juan de Los Morros Airport,San Juan de los Morros,VE,VE-J,SA,medium_airport,1,4990,9.90695,-67.37964
SVLF,LFR,La Fria Airport,,VE,VE-S,SA,medium_airport,2,6643,8.23917,-72.27103
SVLO,,La Orchila Airport,Isla La Orchila,VE,VE-W,SA,medium_airport,1,9843,11.80823,-66.18077
SVMC,MAR,La Chinita International Airport,Maracaibo,VE,VE-V,SA,large_airport,2,9843,10.55754,-71.72931
SVMD,MRD,Alberto Carnevalli Airport,Mérida,VE,VE-L,SA,medium_airport,1,5348,8.58208,-71.16104
SVMG,PMV,Del Caribe Santiago Mariño International Airport,Isla Margarita,VE,VE-O,NA,large_airport,2,10433,10.91260,-63.96660
SVMI,CCS,Maiquetía Simón Bolívar International Airport,Maiquetía,VE,VE-X,SA,large_airport,2,11483,10.60221,-66.99117
SVMP,,Metropolitano International Airport,Ocumare del Tuy,VE,VE-M,SA,medium_airport,1,4659,10.13317,-66.78783
SVMT,MUN,José Tadeo Monagas International Airport,Maturín,VE,VE-N,SA,medium_airport,1,6890,9.74902,-63.15335
SVPA,PYH,Cacique Aramare Airport,Puerto Ayacucho,VE,VE-Z,SA,medium_airport,1,8272,5.61999,-67.60610
SVPC,PBL,General Bartolome Salom International Airport,Puerto Cabello,VE,VE-G,SA,medium_airport,1,6970,10.48050,-68.07300
SVPM,SCI,Paramillo Airport,San Cristóbal,VE,VE-S,SA,medium_airport,2,3576,7.80139,-72.20278
SVPR,PZO,General Manuel Carlos Piar International Airport,Guyana City,VE,VE-F,SA,large_airport,1,6726,8.28853,-62.76040
SVPT,PTM,Palmarito Airport,Palmarito,VE,VE-C,SA,medium_airport,1,3775,7.57548,-70.17444
SVSA,SVZ,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE,VE-S,SA,medium_airport,1,6135,7.84081,-72.43988
SVSE,SNV,Santa Elena de Uairén Airport,Santa Elena de Uairén,VE,VE-F,SA,medium_airport,1,5445,4.55470,-61.14523
SVSO,STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE,VE-S,SA,medium_airport,1,9990,7.56538,-72.03510
SVSP,SNF,Sub Teniente Nestor Arias Airport,San Felipe,VE,VE-U,SA,medium_airport,1,4921,10.27870,-68.75520
SVSR,SFD,San Fernando de Apure Las Flecheras National Airport,San Fernando de Apure,VE,VE-C,SA,medium_airport,1,6420,7.88332,-67.44400
SVST,SOM,San Tomé Airport,El Tigre,VE,VE-B,SA,medium_airport,1,6299,8.94515,-64.15108
SVSZ,STB,Miguel Urdaneta Fernández Airport,San Carlos del Zulia,VE,VE-V,SA,medium_airport,1,8835,8.97455,-71.94325
SVTC,TUV,Tucupita Airport,Tucupita,VE,VE-Y,SA,medium_airport,1,5512,9.08899,-62.09417
SVTM,TMO,Tumeremo Airport,,VE,VE-F,SA,medium_airport,1,9765,7.24938,-61.52893
SVVA,VLN,Arturo Michelena International Airport,Valencia,VE,VE-G,SA,large_airport,1,9842,10.14973,-67.92840
SVVG,VIG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE,VE-L,SA,medium_airport,1,10645,8.62414,-71.67267
SVVL,VLV,Dr. Antonio Nicolás Briceño Airport,Valera,VE,VE-T,SA,medium_airport,1,6791,9.34048,-70.58406
SVVP,VDP,Valle de La Pascua Airport,,VE,VE-J,SA,medium_airport,1,4921,9.22203,-65.99358
SWGN,AUX,Araguaína Airport,Araguaína,BR,BR-TO,SA,medium_airport,1,5919,-7.22787,-48.24050
SWIQ,MQH,Minaçu Airport,Minaçu,BR,BR-GO,SA,medium_airport,0,,-13.54910,-48.19530
SWXQ,LIP,Lins Airport,Lins,BR,BR-SP,SA,medium_airport,0,,-21.66349,-49.72995
SYCJ,GEO,Cheddi Jagan International Airport,Georgetown,GY,GY-DE,SA,large_airport,2,11023,6.49855,-58.25410
SYEC,OGL,Eugene F. Correia International Airport,Ogle,GY,GY-DE,SA,medium_airport,0,,6.80588,-58.10766
SYKA,KAI,Kaieteur Airport,Kaieteur Falls,GY,GY-PT,SA,medium_airport,1,2018,5.17735,-59.48898
SYLT,LTM,Lethem Airport,Lethem,GY,GY-UT,SA,medium_airport,1,5985,3.37276,-59.78940
TAPA,ANU,V. C. Bird International Airport,Osbourn,AG,AG-03,NA,large_airport,1,9003,17.13670,-61.79270
TAPB,BBQ,Burton-Nibbs International Airport,Codrington,AG,AG-10,NA,medium_airport,0,,17.62119,-61.79835
TBPB,BGI,Grantley Adams International Airport,Bridgetown,BB,BB-01,NA,large_airport,1,11000,13.07467,-59.49103
TDCF,DCF,Canefield Airport,Canefield,DM,DM-10,NA,medium_airport,1,3130,15.33669,-61.39211
TDPD,DOM,Douglas-Charles Airport,Marigot,DM,DM-02,NA,medium_airport,1,6352,15.54667,-61.30108
TFFF,FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,MQ-U-A,NA,large_airport,1,9843,14.59100,-61.00320
TFFG,SFG,Grand Case-l'Espérance Airport,Grand Case,MF,MF-U-A,NA,medium_airport,1,3937,18.10006,-63.04744
TFFJ,SBH,St. Jean Airport,Gustavia,BL,BL-U-A,NA,medium_airport,1,2119,17.90440,-62.84333
TFFM,GBJ,Marie-Galante Airport,Grand-Bourg,GP,GP-U-A,NA,medium_airport,1,4068,15.86893,-61.27009
TFFR,PTP,Maryse Condé International Airport,Pointe-à-Pitre,GP,GP-U-A,NA,large_airport,1,11499,16.26544,-61.53275
TGPY,GND,Maurice Bishop International Airport,Saint George's,GD,GD-GE,NA,large_airport,1,9003,12.00400,-61.78530
TIST,STT,Cyril E. King Airport,Charlotte Amalie,VI,VI-ST,NA,large_airport,1,7000,18.33709,-64.97725
TISX,STX,Henry E. Rohlsen Airport,Christiansted,VI,VI-SC,NA,medium_airport,1,10002,17.70141,-64.80261
TJAB,ARE,Antonio Nery Juarbe Pol Airport,Arecibo,PR,PR-U-A,NA,medium_airport,1,3975,18.45085,-66.67577
TJBQ,BQN,Rafael Hernández International Airport,Aguadilla,PR,PR-U-A,NA,medium_airport,1,11702,18.49490,-67.12940
TJCP,CPX,Benjamin Rivera Noriega Airport,Culebra,PR,PR-U-A,NA,medium_airport,1,2600,18.31295,-65.30389
TJIG,SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,PR-U-A,NA,medium_airport,1,5317,18.45680,-66.09810
TJMZ,MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,PR-U-A,NA,medium_airport,1,4998,18.25570,-67.14850
TJPS,PSE,Mercedita International Airport,Ponce,PR,PR-U-A,NA,medium_airport,1,6904,18.00830,-66.56300
TJRV,NRR,José Aponte de la Torre Airport,Ceiba,PR,PR-U-A,NA,medium_airport,1,11000,18.24726,-65.63979
TJSJ,SJU,Luis Munoz Marin International Airport,San Juan,PR,PR-U-A,NA,large_airport,2,10002,18.43940,-66.00180
TJVQ,VQS,Antonio Rivera Rodriguez Airport,Vieques,PR,PR-U-A,NA,medium_airport,1,4301,18.13480,-65.49360
TKPK,SKB,Robert L. Bradshaw International Airport,Basseterre,KN,KN-U-A,NA,large_airport,1,7602,17.31085,-62.71912
TKPN,NEV,Vance W. Amory International Airport,Charlestown,KN,KN-U-A,NA,medium_airport,1,3996,17.20570,-62.58990
TLPC,SLU,George F. L. Charles Airport,Castries,LC,LC-02,NA,medium_airport,1,5735,14.02020,-60.99290
TLPL,UVF,Hewanorra International Airport,Vieux Fort,LC,LC-11,NA,large_airport,1,9003,13.73320,-60.95260
TNCA,AUA,Queen Beatrix International Airport,Oranjestad,AW,AW-U-A,NA,large_airport,1,9000,12.50106,-70.01428
TNCB,BON,Flamingo International Airport,Kralendijk,BQ,BQ-BO,NA,large_airport,1,9449,12.13100,-68.26850
TNCC,CUR,Hato International Airport,Willemstad,CW,CW-U-A,NA,large_airport,1,11188,12.18890,-68.95980
TNCE,EUX,F. D. Roosevelt Airport,Oranjestad,BQ,BQ-SE,NA,medium_airport,1,4265,17.49650,-62.97940
TNCM,SXM,Princess Juliana International Airport,Sint Maarten,SX,SX-U-A,NA,large_airport,1,7546,18.04100,-63.10890
TNCS,SAB,Juancho E. Yrausquin Airport,Zion's Hill,BQ,BQ-SA,NA,medium_airport,1,1312,17.64533,-63.22051
TQPF,AXA,Clayton J. Lloyd International Airport,The Valley,AI,AI-U-A,NA,medium_airport,1,5462,18.20477,-63.05383
TRPG,MNI,John A. Osborne Airport,Gerald's Park,MS,MS-SP,NA,large_airport,1,1968,16.79183,-62.19320
TTCP,TAB,A.N.R. Robinson International Airport,Scarborough,TT,TT-TOB,NA,large_airport,1,9002,11.14957,-60.83130
TTPP,POS,Piarco International Airport,Port of Spain,TT,TT-TUP,NA,large_airport,1,10500,10.59535,-61.33757
TUPJ,EIS,Terrance B. Lettsome International Airport,Beef Island,VG,VG-U-A,NA,large_airport,1,4642,18.44549,-64.54171
TUPW,VIJ,Virgin Gorda Airport,Spanish Town,VG,VG-U-A,NA,medium_airport,1,3100,18.44663,-64.42793
TVSA,SVD,Argyle International Airport,Kingstown,VC,VC-04,NA,large_airport,1,9000,13.15972,-61.14880
TVSB,BQU,J F Mitchell Airport,Bequia,VC,VC-06,NA,medium_airport,1,3609,12.98840,-61.26200
TVSC,CIW,Canouan Airport,Canouan,VC,VC-06,NA,medium_airport,1,5900,12.69900,-61.34240
TVSM,MQS,Mustique Airport,Lovell,VC,VC-06,NA,medium_airport,1,3255,12.88790,-61.18020
TVSU,UNI,Union Island International Airport,Union Island,VC,VC-06,NA,medium_airport,1,2467,12.60013,-61.41195
TXKF,BDA,L.F. Wade International Airport,Hamilton,BM,BM-U-A,NA,large_airport,1,9705,32.36380,-64.67824
UAAA,ALA,Almaty International Airport,Almaty,KZ,KZ-ALA,AS,large_airport,2,14764,43.35427,77.04283
UAAH,BXH,Balkhash Airport,Balkhash,KZ,KZ-KAR,AS,medium_airport,1,8208,46.89425,75.00453
UAAT,TDK,Taldykorgan Airport,Taldykorgan,KZ,KZ-JET,AS,medium_airport,1,9846,45.12255,78.44276
UACC,NQZ,Nursultan Nazarbayev International Airport,Astana,KZ,KZ-AST,AS,large_airport,1,11484,51.02703,71.46709
UACK,KOV,Kokshetau International Airport,Kokshetau,KZ,KZ-AKM,AS,large_airport,1,8325,53.32910,69.59460
UACP,PPK,Petropavl International Airport,Petropavl,KZ,KZ-SEV,AS,large_airport,1,8190,54.77562,69.18742
UADD,DMB,Taraz International Airport,Taraz,KZ,KZ-ZHA,AS,large_airport,1,9514,42.85360,71.30360
UAFW,,Kant Air Base,Kant,KG,KG-C,AS,medium_airport,1,8859,42.85320,74.84650
UAII,CIT,Shymkent International Airport,Shymkent,KZ,KZ-YUZ,AS,large_airport,1,9186,42.36502,69.47564
UAIT,HSA,Hazrat Sultan International Airport,Turkıstan,KZ,KZ-YUZ,AS,large_airport,1,10827,43.31109,68.55035
UAKD,DZN,Zhezkazgan National Airport,Zhezkazgan,KZ,KZ-ULY,AS,large_airport,1,8530,47.70895,67.73809
UAKK,KGF,Sary-Arka Airport,Karaganda,KZ,KZ-KAR,AS,large_airport,1,10831,49.67080,73.33440
UAOL,BXY,Baikonur Krayniy International Airport,Baikonur,KZ,KZ-BAY,AS,large_airport,1,10500,45.62199,63.21077
UAON,,Yubileyniy Airfield,Töretam,KZ,KZ-KZY,AS,medium_airport,1,14765,46.05242,63.24918
UAOO,KZO,Korkyt Ata International Airport,Kyzylorda,KZ,KZ-KZY,AS,large_airport,1,8858,44.70690,65.59250
UARR,URA,Manshuk Mametova International Airport,Uralsk,KZ,KZ-ZAP,AS,large_airport,1,9183,51.15198,51.54365
UASA,,Ayaguz Airport,Ayaguz,KZ,KZ-ABA,AS,medium_airport,0,,47.91922,80.45219
UASB,EKB,Ekibastuz Airport,Ekibastuz,KZ,KZ-PAV,AS,medium_airport,0,,51.59100,75.21500
UASD,,Dolon Air Base,Semey,KZ,KZ-ABA,AS,medium_airport,0,,50.53689,79.19469
UASK,UKK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ,KZ-VOS,AS,large_airport,2,8234,50.03503,82.49606
UASP,PWQ,Pavlodar International Airport,Pavlodar,KZ,KZ-PAV,AS,large_airport,1,8202,52.19498,77.07309
UASS,PLX,Semei International Airport,Semey,KZ,KZ-ABA,AS,large_airport,2,10159,50.35130,80.23440
UATE,SCO,Aktau International Airport,Aktau,KZ,KZ-MAN,AS,large_airport,1,10013,43.86009,51.09086
UATG,GUW,Atyrau International Airport,Atyrau,KZ,KZ-ATY,AS,large_airport,1,9842,47.12132,51.82034
UATR,,Shalkar Airport,Shalkar,KZ,KZ-AKT,AS,medium_airport,0,,47.90500,59.62000
UATT,AKX,Aktobe International Airport,Aktobe,KZ,KZ-AKT,AS,large_airport,1,10505,50.24812,57.20414
UAUU,KSN,Kostanay International Airport,Kostanay,KZ,KZ-KUS,AS,large_airport,1,9229,53.20690,63.55030
UB14,,Kyurdamir Air Base,Kyurdamir,AZ,AZ-KUR,AS,medium_airport,1,8200,40.27360,48.16360
UB18,,Baku Kala Air Base,Baku,AZ,AZ-BA,AS,medium_airport,1,8670,40.40841,50.20029
UBBB,GYD,Heydar Aliyev International Airport,Baku,AZ,AZ-BA,AS,large_airport,2,13123,40.47278,50.05093
UBBG,GNJ,Ganja International Airport,Ganja,AZ,AZ-GA,AS,large_airport,1,10827,40.73869,46.32038
UBBI,,Nasosnaya Air Base,Sumqayit,AZ,AZ-SM,AS,medium_airport,0,,40.59160,49.55740
UBBN,NAJ,Nakhchivan International Airport,Nakhchivan,AZ,AZ-NX,AS,large_airport,2,10826,39.18880,45.45840
UBBQ,GBB,Gabala International Airport,Gabala,AZ,AZ-QAB,AS,medium_airport,1,11811,40.80862,47.72539
UBBS,,Khojaly Airport,Khojaly,AZ,AZ-XCI,AS,medium_airport,0,,39.90140,46.78700
UBBY,ZTU,Zaqatala International Airport,Zaqatala,AZ,AZ-ZAQ,AS,medium_airport,1,9843,41.55782,46.66946
UBLC,LHL,Lachin International Airport,Lachin,AZ,AZ-LAC,AS,medium_airport,0,,39.88379,46.36314
UBTT,ZXT,Zabrat Airport,Zabrat,AZ,AZ-BA,AS,medium_airport,0,,40.49488,49.97707
UCFB,,Batken Airport,Batken,KG,KG-B,AS,medium_airport,0,,40.04290,70.83784
UCFD,,Jalal-Abad Airport,Jalal-Abad,KG,KG-J,AS,medium_airport,0,,40.94440,72.97780
UCFK,IKG,Karakol International Airport,Karakol,KG,KG-Y,AS,medium_airport,0,,42.50810,78.40780
UCFL,IKU,Issyk-Kul International Airport,Tamchy,KG,KG-Y,AS,large_airport,1,12467,42.58558,76.70118
UCFM,BSZ,Manas International Airport,Bishkek,KG,KG-C,AS,large_airport,0,,43.06130,74.47760
UCFO,OSS,Osh International Airport,Osh,KG,KG-O,AS,large_airport,0,,40.60900,72.79330
UDSG,LWN,Shirak International Airport,Gyumri,AM,AM-SH,AS,large_airport,1,10564,40.75040,43.85930
UDYE,,Erebuni Airport,Yerevan,AM,AM-ER,AS,medium_airport,1,9134,40.12210,44.46500
UDYZ,EVN,Zvartnots International Airport,Yerevan,AM,AM-ER,AS,large_airport,1,12631,40.14894,44.39789
UEEE,YKS,Platon Oyunsky Yakutsk International Airport,Yakutsk,RU,RU-SA,AS,large_airport,1,11155,62.09330,129.77100
UELL,NER,Chulman Airport,Neryungri,RU,RU-SA,AS,medium_airport,1,11811,56.91390,124.91400
UEMA,MQJ,Moma Airport,Khonuu,RU,RU-SA,AS,medium_airport,1,5906,66.45086,143.26155
UEMM,GYG,Magan Airport,Magan,RU,RU-SA,AS,medium_airport,1,4265,62.10348,129.54529
UEMO,OLZ,Olyokminsk Airport,Olyokminsk,RU,RU-SA,AS,medium_airport,1,4265,60.40183,120.47609
UEMT,USR,Ust-Nera Airport,Ust-Nera,RU,RU-SA,AS,medium_airport,1,5020,64.55000,143.11500
UENK,,Kyzyl-Syr Airport,Kyzyl-Syr,RU,RU-SA,AS,medium_airport,0,,63.88730,122.77578
UENW,VYI,Vilyuisk Airport,Vilyuisk,RU,RU-SA,AS,medium_airport,1,5249,63.75667,121.69334
UERA,,Aykhal Airport,,RU,RU-SA,AS,medium_airport,0,,65.95920,111.54650
UERL,ULK,Lensk Airport,Lensk,RU,RU-SA,AS,medium_airport,1,6562,60.72359,114.82532
UERP,PYJ,Polyarny Airport,Yakutia,RU,RU-SA,AS,medium_airport,1,10170,66.40040,112.03000
UERR,MJZ,Mirny Airport,Mirny,RU,RU-SA,AS,medium_airport,1,9187,62.53470,114.03900
UERS,SYS,Saskylakh Airport,Saskylakh,RU,RU-SA,AS,medium_airport,0,,71.92790,114.08000
UESG,BGN,Belaya Gora Airport,Belaya Gora,RU,RU-SA,AS,medium_airport,0,,68.55623,146.22784
UESK,SEK,Srednekolymsk Airport,Srednekolymsk,RU,RU-SA,AS,medium_airport,1,5906,67.48050,153.73640
UESO,CKH,Chokurdakh Airport,Chokurdah,RU,RU-SA,AS,medium_airport,1,6233,70.62310,147.90199
UESS,CYX,Cherskiy Airport,Cherskiy,RU,RU-SA,AS,medium_airport,1,5577,68.74060,161.33800
UEST,IKS,Tiksi Airport,Tiksi,RU,RU-SA,AS,medium_airport,1,9845,71.69770,128.90300
UESU,ZKP,Zyryanka Airport,Zyryanka,RU,RU-SA,AS,medium_airport,0,,65.74850,150.88890
UEVV,ZIX,Zhigansk Airport,Zhigansk,RU,RU-SA,AS,medium_airport,0,,66.79650,123.36100
UG11,,Dollyar Air Base,Dollyar,AZ,AZ-SKR,AS,medium_airport,1,8182,40.88760,45.95700
UG22,,Tbilisi Marneuli Air Base,Tbilisi,GE,GE-KK,AS,medium_airport,1,8170,41.45920,44.78320
UG24,,Tbilisi Soganlug Air Base,Tbilisi,GE,GE-TB,AS,medium_airport,1,8131,41.64920,44.93640
UG27,,Vaziani Air Base,Gamarjveba 1,GE,GE-KK,AS,medium_airport,1,8205,41.62800,45.03080
UG28,,Bolshiye Shiraki Air Base,Bolshiye Shiraki,GE,GE-KA,AS,medium_airport,1,8862,41.37950,46.36730
UGAM,,Ambrolauri Airport,Ambrolauri,GE,GE-RL,AS,medium_airport,1,3609,42.52687,43.13538
UGKO,KUT,David the Builder Kutaisi International Airport,Kopitnari,GE,GE-IM,AS,large_airport,1,8202,42.17745,42.48535
UGSB,BUS,Alexander Kartveli Batumi International Airport,Batumi,GE,GE-AJ,AS,large_airport,1,8202,41.60939,41.60032
UGSG,,Gudauta Air Base,Gudauta,GE,GE-AB,AS,medium_airport,0,,43.10400,40.57930
UGSS,SUI,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,GE-AB,AS,medium_airport,1,12012,42.85820,41.12810
UGTB,TBS,Tbilisi International Airport,Tbilisi,GE,GE-TB,AS,large_airport,1,9843,41.66920,44.95470
UHBB,BQS,Ignatyevo Airport,Blagoveschensk,RU,RU-AMU,AS,medium_airport,1,9256,50.42672,127.41550
UHHH,KHV,Khabarovsk Novy Airport,Khabarovsk,RU,RU-KHA,AS,medium_airport,2,13124,48.52834,135.18859
UHII,,Chernigovka Air Base,Chernigovka,RU,RU-PRI,AS,medium_airport,0,,44.32239,132.54529
UHKD,,Dzemgi Airport,Komsomolsk-na-Amur,RU,RU-KHA,AS,medium_airport,1,8202,50.60563,137.08127
UHKG,,Kamenny Ruchey Naval Air Base,Sovetskaya Gavan,RU,RU-KHA,AS,medium_airport,1,11154,49.23570,140.19310
UHKK,KXK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,RU,RU-KHA,AS,medium_airport,1,8202,50.40900,136.93401
UHKM,GVN,Sovetskaya Gavan (Maygatka) Airport,Sovetskaya Gavan,RU,RU-KHA,AS,medium_airport,1,9842,48.92507,140.03535
UHMA,DYR,Ugolny Yuri Ryktheu Airport,Anadyr,RU,RU-CHU,AS,medium_airport,1,11483,64.73490,177.74100
UHMD,PVS,Provideniya Bay Airport,Chukotka,RU,RU-CHU,AS,medium_airport,1,7190,64.37810,-173.24300
